"Taxon","Lineage","Conflict","Version","Status","Scorpio Call","Note","% of non-N bases","Median Coverage"
"7283019","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.75%","3047(coverage)(amplicons)"
"7283020","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.74%","4039(coverage)(amplicons)"
"7283021","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","3097(coverage)(amplicons)"
"7283022","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.73%","3151(coverage)(amplicons)"
"7283023","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","2235(coverage)(amplicons)"
"7283024","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.75%","4183(coverage)(amplicons)"
"7283025","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.77%","3512(coverage)(amplicons)"
"7283026","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.76%","2671(coverage)(amplicons)"
"7283028","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.73%","3367(coverage)(amplicons)"
"7283029","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.77%","4259(coverage)(amplicons)"
"7283030","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.73%","3261(coverage)(amplicons)"
"7283031","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.76%","3888(coverage)(amplicons)"
"7283032","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.76%","4186(coverage)(amplicons)"
"7283033","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.74%","3281(coverage)(amplicons)"
"7283034","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.72%","2521(coverage)(amplicons)"
"7283035","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.74%","3779(coverage)(amplicons)"
"7283036","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","2542(coverage)(amplicons)"
"7283037","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","3826(coverage)(amplicons)"
"7283038","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","99.43%","1326(coverage)(amplicons)"
"7283039","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.72%","975(coverage)(amplicons)"
"7283040","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 7; Ref alleles 1; Amb alleles 5; Oth alleles 0; scorpio replaced lineage assignment B.1.575","88.07%","412(coverage)(amplicons)"
"7283041","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.74%","4168(coverage)(amplicons)"
"7283042","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.73%","3111(coverage)(amplicons)"
"7283043","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.76%","2620(coverage)(amplicons)"
"7283044","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.73%","3834(coverage)(amplicons)"
"7283045","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 1; Amb alleles 2; Oth alleles 0","98.98%","1785(coverage)(amplicons)"
"7293001","B.1","0","07/28/2021v03/01/2008 00:00:00","passed_qc","","","64.28%","94(coverage)(amplicons)"
"7293002","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.76%","3838(coverage)(amplicons)"
"7293003","B.1.1.7","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Alpha (B.1.1.7-like)","scorpio call: Alt alleles 15; Ref alleles 2; Amb alleles 6; Oth alleles 0","75.23%","457(coverage)(amplicons)"
"7293004","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","96.40%","2614(coverage)(amplicons)"
"7293005","A","0","07/28/2021v03/01/2008 00:00:00","passed_qc","","","62.70%","47(coverage)(amplicons)"
"7293006","B.1.1.7","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Alpha (B.1.1.7-like)","scorpio call: Alt alleles 19; Ref alleles 2; Amb alleles 2; Oth alleles 0","97.19%","3127(coverage)(amplicons)"
"7293007","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.73%","3986(coverage)(amplicons)"
"7293008","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.74%","3357(coverage)(amplicons)"
"7293009","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","98.83%","3028(coverage)(amplicons)"
"7293075","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","91.99%","2355(coverage)(amplicons)"
"7293076","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.74%","3628(coverage)(amplicons)"
"7293077","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 3; Amb alleles 0; Oth alleles 0","99.42%","2845(coverage)(amplicons)"
"7293078","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","97.07%","2738(coverage)(amplicons)"
"7293079","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","93.39%","2660(coverage)(amplicons)"
"7293081","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.76%","3332(coverage)(amplicons)"
"7293082","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.60%","3126(coverage)(amplicons)"
"7293083","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.74%","3796(coverage)(amplicons)"
"7293084","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 6; Ref alleles 3; Amb alleles 4; Oth alleles 0; scorpio replaced lineage assignment B","64.95%","354(coverage)(amplicons)"
"7293085","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","91.61%","2012(coverage)(amplicons)"
"7293086","A","0","07/28/2021v03/01/2008 00:00:00","passed_qc","","","64.94%","131(coverage)(amplicons)"
"7293087","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","99.49%","3012(coverage)(amplicons)"
"7293088","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.67%","3237(coverage)(amplicons)"
"7293089","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.48%","3583(coverage)(amplicons)"
"7293090","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.75%","3633(coverage)(amplicons)"
"7293091","B.1","0","07/28/2021v03/01/2008 00:00:00","passed_qc","","","60.35%","60(coverage)(amplicons)"
"7293092","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.74%","3371(coverage)(amplicons)"
"7293093","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 9; Ref alleles 3; Amb alleles 1; Oth alleles 0","96.85%","2888(coverage)(amplicons)"
"7293094","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","98.98%","3175(coverage)(amplicons)"
"7293095","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 3; Amb alleles 0; Oth alleles 0","99.57%","3006(coverage)(amplicons)"
"7293096","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.74%","4161(coverage)(amplicons)"
"7293097","B","0","07/28/2021v03/01/2008 00:00:00","passed_qc","","","76.29%","336(coverage)(amplicons)"
"7293098","B.1.1.7","0","07/28/2021v03/01/2008 00:00:00","passed_qc","","","71.82%","81(coverage)(amplicons)"
"7293099","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.70%","4046(coverage)(amplicons)"
"7293100","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 3; Amb alleles 0; Oth alleles 0","97.60%","2628(coverage)(amplicons)"
"7293101","B.1","0","07/28/2021v03/01/2008 00:00:00","passed_qc","","","57.01%","31(coverage)(amplicons)"
"7293102","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 8; Ref alleles 3; Amb alleles 2; Oth alleles 0; scorpio replaced lineage assignment B","85.89%","1635(coverage)(amplicons)"
"7293103","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","99.29%","3622(coverage)(amplicons)"
"7293104","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","97.11%","3078(coverage)(amplicons)"
"7293105","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.76%","4053(coverage)(amplicons)"
"7293106","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 8; Ref alleles 3; Amb alleles 2; Oth alleles 0; scorpio replaced lineage assignment B","86.81%","2634(coverage)(amplicons)"
"7293107","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","89.15%","2249(coverage)(amplicons)"
"7293108","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0; scorpio replaced lineage assignment B","86.37%","2272(coverage)(amplicons)"
"7293109","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 3; Amb alleles 0; Oth alleles 0","98.07%","2626(coverage)(amplicons)"
"7293110","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.68%","3647(coverage)(amplicons)"
"7293111","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.71%","3634(coverage)(amplicons)"
"7293112","P.1","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Gamma (P.1-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 1; Oth alleles 2","84.87%","1912(coverage)(amplicons)"
"7293113","B.1","0","07/28/2021v03/01/2008 00:00:00","passed_qc","","","65.03%","148(coverage)(amplicons)"
"7293114","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.74%","3424(coverage)(amplicons)"
"7293115","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","97.69%","2798(coverage)(amplicons)"
"7293116","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","96.31%","2482(coverage)(amplicons)"
"7293117","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","95.49%","2494(coverage)(amplicons)"
"7293118","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.73%","3189(coverage)(amplicons)"
"7293119","A","0","07/28/2021v03/01/2008 00:00:00","passed_qc","","","63.01%","57(coverage)(amplicons)"
"7293120","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.73%","3059(coverage)(amplicons)"
"7293121","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","88.73%","2018(coverage)(amplicons)"
"7293122","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","95.79%","2501(coverage)(amplicons)"
"7293123","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.69%","3581(coverage)(amplicons)"
"7293124","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","96.82%","2539(coverage)(amplicons)"
"7293125","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 7; Ref alleles 2; Amb alleles 4; Oth alleles 0; scorpio replaced lineage assignment A","68.03%","185(coverage)(amplicons)"
"7293126","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0; scorpio replaced lineage assignment B","93.79%","2859(coverage)(amplicons)"
"7293127","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","97.07%","2896(coverage)(amplicons)"
"7293128","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 8; Ref alleles 2; Amb alleles 3; Oth alleles 0; scorpio replaced lineage assignment B","72.96%","599(coverage)(amplicons)"
"7293129","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.66%","3136(coverage)(amplicons)"
"7293131","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","96.17%","2339(coverage)(amplicons)"
"7293132","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","97.38%","2801(coverage)(amplicons)"
"7293133","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","91.23%","2466(coverage)(amplicons)"
"7293134","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 9; Ref alleles 2; Amb alleles 2; Oth alleles 0; scorpio replaced lineage assignment B","90.41%","1912(coverage)(amplicons)"
"7293135","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.42%","3035(coverage)(amplicons)"
"7293136","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.52%","3166(coverage)(amplicons)"
"7293137","B.1","0","07/28/2021v03/01/2008 00:00:00","passed_qc","","","66.72%","109(coverage)(amplicons)"
"7293138","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.69%","3338(coverage)(amplicons)"
"7293139","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.73%","3198(coverage)(amplicons)"
"7293140","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 8; Ref alleles 2; Amb alleles 3; Oth alleles 0; scorpio replaced lineage assignment B","76.79%","1083(coverage)(amplicons)"
"7293141","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.41%","3395(coverage)(amplicons)"
"7293142","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","97.73%","2611(coverage)(amplicons)"
"7293143","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.73%","3865(coverage)(amplicons)"
"7293144","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 3; Amb alleles 0; Oth alleles 0","99.29%","2814(coverage)(amplicons)"
"7293145","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 7; Ref alleles 2; Amb alleles 4; Oth alleles 0; scorpio replaced lineage assignment B","71.97%","784(coverage)(amplicons)"
"7293146","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.73%","3137(coverage)(amplicons)"
"7293147","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.72%","3654(coverage)(amplicons)"
"7293148","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 3; Amb alleles 0; Oth alleles 0","98.29%","2704(coverage)(amplicons)"
"7293149","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 8; Ref alleles 2; Amb alleles 3; Oth alleles 0; scorpio replaced lineage assignment B","75.81%","788(coverage)(amplicons)"
"7293150","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.69%","3867(coverage)(amplicons)"
"7293151","B.1.1.7","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Alpha (B.1.1.7-like)","scorpio call: Alt alleles 20; Ref alleles 2; Amb alleles 1; Oth alleles 0","98.61%","2594(coverage)(amplicons)"
"7293152","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0; scorpio replaced lineage assignment B","95.44%","2847(coverage)(amplicons)"
"7293153","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","2876(coverage)(amplicons)"
"7293154","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.88%","2539(coverage)(amplicons)"
"7293155","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","95.60%","2597(coverage)(amplicons)"
"7293156","B.1","0","07/28/2021v03/01/2008 00:00:00","passed_qc","","","60.56%","49(coverage)(amplicons)"
"7293157","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","98.76%","3199(coverage)(amplicons)"
"7293158","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","92.59%","2428(coverage)(amplicons)"
"7293159","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.40%","2898(coverage)(amplicons)"
"7293160","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0; scorpio replaced lineage assignment B","91.02%","2464(coverage)(amplicons)"
"7293161","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.73%","3361(coverage)(amplicons)"
"7293162","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.78%","3300(coverage)(amplicons)"
"7293163","B.1.1.7","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Alpha (B.1.1.7-like)","scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","3114(coverage)(amplicons)"
